datetime,temp,humidity,rainfall,city,period
24/07/2015 1:00,21.8,94,0,sapporo,olympic
24/07/2015 2:00,21.6,95,0,sapporo,olympic
24/07/2015 3:00,21.4,95,0,sapporo,olympic
24/07/2015 4:00,20.6,95,0,sapporo,olympic
24/07/2015 5:00,20.6,94,0,sapporo,olympic
24/07/2015 6:00,20.6,94,0,sapporo,olympic
24/07/2015 7:00,20.7,93,0,sapporo,olympic
24/07/2015 8:00,21.7,89,0,sapporo,olympic
24/07/2015 9:00,23.1,81,0,sapporo,olympic
24/07/2015 10:00,24.7,75,0,sapporo,olympic
24/07/2015 11:00,26.1,70,0,sapporo,olympic
24/07/2015 12:00,26.5,68,0,sapporo,olympic
24/07/2015 13:00,26.3,72,0,sapporo,olympic
24/07/2015 14:00,25.6,72,0,sapporo,olympic
24/07/2015 15:00,24.6,73,0,sapporo,olympic
24/07/2015 16:00,23.9,77,0,sapporo,olympic
24/07/2015 17:00,23.2,79,0,sapporo,olympic
24/07/2015 18:00,22.9,81,0,sapporo,olympic
24/07/2015 19:00,22.7,83,0,sapporo,olympic
24/07/2015 20:00,22.6,83,0,sapporo,olympic
24/07/2015 21:00,23.5,80,0,sapporo,olympic
24/07/2015 22:00,23.8,79,0,sapporo,olympic
24/07/2015 23:00,23.5,78,0,sapporo,olympic
25/07/2015 0:00,23.2,77,0,sapporo,olympic
25/07/2015 1:00,23.1,82,0,sapporo,olympic
25/07/2015 2:00,22.4,85,0,sapporo,olympic
25/07/2015 3:00,22,88,0.5,sapporo,olympic
25/07/2015 4:00,21.9,90,1,sapporo,olympic
25/07/2015 5:00,22.2,88,0,sapporo,olympic
25/07/2015 6:00,22.3,88,0.5,sapporo,olympic
25/07/2015 7:00,22.7,88,0,sapporo,olympic
25/07/2015 8:00,22.8,88,0,sapporo,olympic
25/07/2015 9:00,23.3,85,0,sapporo,olympic
25/07/2015 10:00,22.9,87,0,sapporo,olympic
25/07/2015 11:00,24,80,0,sapporo,olympic
25/07/2015 12:00,24.1,77,0,sapporo,olympic
25/07/2015 13:00,25.3,72,0,sapporo,olympic
25/07/2015 14:00,24.4,75,0,sapporo,olympic
25/07/2015 15:00,24.5,75,0,sapporo,olympic
25/07/2015 16:00,24.4,75,0,sapporo,olympic
25/07/2015 17:00,24.1,77,0,sapporo,olympic
25/07/2015 18:00,22.9,86,0.5,sapporo,olympic
25/07/2015 19:00,22.4,90,1,sapporo,olympic
25/07/2015 20:00,22.6,88,0,sapporo,olympic
25/07/2015 21:00,22.1,88,0,sapporo,olympic
25/07/2015 22:00,22,87,0,sapporo,olympic
25/07/2015 23:00,21.9,87,0,sapporo,olympic
26/07/2015 0:00,22,87,0,sapporo,olympic
26/07/2015 1:00,22,87,0,sapporo,olympic
26/07/2015 2:00,21.9,87,0,sapporo,olympic
26/07/2015 3:00,22.1,87,0,sapporo,olympic
26/07/2015 4:00,22.2,89,0,sapporo,olympic
26/07/2015 5:00,22.2,88,0,sapporo,olympic
26/07/2015 6:00,22.1,88,0,sapporo,olympic
26/07/2015 7:00,22.6,87,0,sapporo,olympic
26/07/2015 8:00,22.9,85,0,sapporo,olympic
26/07/2015 9:00,23.6,82,0,sapporo,olympic
26/07/2015 10:00,25.3,78,0,sapporo,olympic
26/07/2015 11:00,25.2,80,0,sapporo,olympic
