Datetime,Temperature,Rainfall,Humidity,Wind speed avg,Wind direction avg
1/08/2015 14:00,34.6,0,56,4.7,SSE
1/08/2015 15:00,34.7,0,55,4.5,SE
1/08/2015 16:00,34.4,0,53,4.2,SSE
1/08/2015 17:00,32.2,0,61,3.9,SSW
1/08/2015 18:00,31.2,0,67,4.8,S
1/08/2015 19:00,30.3,0,71,3.9,S
1/08/2015 20:00,29.7,0,76,2.9,SE
1/08/2015 21:00,29.1,0,84,3.1,SE
1/08/2015 22:00,28.3,0,88,1.7,S
1/08/2015 23:00,28.4,0,87,2,SSE
2/08/2015 0:00,28.1,0,89,2.2,S
2/08/2015 1:00,27.7,0,90,1.4,SSE
2/08/2015 2:00,28.1,0,84,2.6,SW
2/08/2015 3:00,27.2,0,89,1.3,W
2/08/2015 4:00,26.7,0,91,1.4,S
2/08/2015 5:00,26.4,0,94,0.6,SW
2/08/2015 6:00,27.2,0,90,1.5,WNW
2/08/2015 7:00,28.2,0,83,1.3,WSW
2/08/2015 8:00,29.8,0,68,0.8,WNW
2/08/2015 9:00,31.2,0,63,1.1,S
2/08/2015 10:00,32.9,0,59,1.8,SE
2/08/2015 11:00,33.5,0,57,2.7,SE
2/08/2015 12:00,33.7,0,56,3.7,SSE
2/08/2015 13:00,34.1,0,57,4.5,SSE
2/08/2015 14:00,34.1,0,58,5.2,SE
2/08/2015 15:00,33.7,0,59,4.8,SSE
2/08/2015 16:00,33.1,0,62,4.8,SSE
2/08/2015 17:00,31.9,0,68,4.3,SSE
2/08/2015 18:00,30.3,0,73,5.1,SSE
2/08/2015 19:00,29.8,0,73,3.7,S
2/08/2015 20:00,30,0,73,1.8,SSW
2/08/2015 21:00,28.6,0,61,2.1,SSE
2/08/2015 22:00,29.5,0,76,2.6,WSW
2/08/2015 23:00,28.8,0,60,1.4,NNE
3/08/2015 0:00,27.5,0,69,1.2,E
3/08/2015 1:00,26.8,0,77,1.3,SE
3/08/2015 2:00,27.4,0,90,3,SSE
3/08/2015 3:00,27.1,0,92,1.9,S
3/08/2015 4:00,26.9,0,95,1,ESE
3/08/2015 5:00,27.1,0,68,1.9,NNW
3/08/2015 6:00,26.2,0,74,1,N
3/08/2015 7:00,27.7,0,70,2,WNW
3/08/2015 8:00,29.1,0,67,0.7,WNW
3/08/2015 9:00,30.4,0,62,1.1,S
3/08/2015 10:00,32.6,0,60,0.8,SSW
3/08/2015 11:00,33.7,0,59,3.5,SSE
3/08/2015 12:00,33,0,60,4.3,SE
3/08/2015 13:00,33,0,60,3.9,SSE
3/08/2015 14:00,33.7,0,56,4.8,S
3/08/2015 15:00,33.4,0,58,5.6,SSE
3/08/2015 16:00,33.1,0,59,4.5,S
3/08/2015 17:00,31.7,0,60,5.8,SSW
3/08/2015 18:00,30.5,0,66,3.9,S
3/08/2015 19:00,29.7,0,68,3.8,SSW
3/08/2015 20:00,29.1,0,67,4.9,SSW
3/08/2015 21:00,28.6,0,76,4.9,S
3/08/2015 22:00,28.3,0,78,2.9,SSW
3/08/2015 23:00,28.5,0,72,5,S
4/08/2015 0:00,28.3,0,73,3.8,SSW
4/08/2015 1:00,27.8,0,76,3.7,SSW
4/08/2015 2:00,26.7,0,83,1.2,SSE
4/08/2015 3:00,27.2,0,80,2.2,SSW
4/08/2015 4:00,26.7,0,82,2.1,S
4/08/2015 5:00,27.1,0,79,1.9,SSW
4/08/2015 6:00,27.6,0,78,1.4,SSW
4/08/2015 7:00,28.7,0,76,1.2,SSW
4/08/2015 8:00,29.5,0,73,1.3,WNW
4/08/2015 9:00,31.2,0,67,1.1,NNW
4/08/2015 10:00,32.7,0,60,1.7,SW
4/08/2015 11:00,33,0,63,4.8,SSE
4/08/2015 12:00,34.1,0,58,4,S
4/08/2015 13:00,33.8,0,56,4.9,SSE
4/08/2015 14:00,33.6,0,56,5.9,SSE
4/08/2015 15:00,33.8,0,54,4.5,S
4/08/2015 16:00,33,0,55,3.9,SSW
4/08/2015 17:00,32,0,57,5.3,SSW
4/08/2015 18:00,30.8,0,60,4.1,S
4/08/2015 19:00,29.6,0,70,4.7,S
4/08/2015 20:00,28.7,0,68,5.2,S
4/08/2015 21:00,28.7,0,70,4.9,SSW
4/08/2015 22:00,28.3,0,72,4,S
4/08/2015 23:00,28.2,0,76,4.9,S
5/08/2015 0:00,28,0,77,3.1,S
5/08/2015 1:00,27.6,0,79,4.2,S
5/08/2015 2:00,27.4,0,79,2.9,S
5/08/2015 3:00,27.6,0,78,3.2,SSW
5/08/2015 4:00,26.2,0,85,1.2,S
5/08/2015 5:00,26.3,0,88,1.4,SSW
5/08/2015 6:00,27.7,0,77,2.9,SW
5/08/2015 7:00,29,0,71,2.3,S
5/08/2015 8:00,30.1,0,62,4.3,SSW
5/08/2015 9:00,31.9,0,58,2.7,SSW
5/08/2015 10:00,33.1,0,55,4,SSW
5/08/2015 11:00,34.9,0,53,6.2,S
5/08/2015 12:00,34.5,0,50,5.5,SSW
5/08/2015 13:00,34.2,0,57,6.7,SSE
5/08/2015 14:00,33.8,0,58,6.7,SSE
5/08/2015 15:00,33,0,62,6.8,SSE
5/08/2015 16:00,32.4,0,64,6.2,SSE
5/08/2015 17:00,31.5,0,68,5.3,SSE
5/08/2015 18:00,30.4,0,71,4.4,S
5/08/2015 19:00,29.6,0,74,3.7,S
5/08/2015 20:00,29.1,0,74,4.6,S
5/08/2015 21:00,29,0,75,4.5,S
5/08/2015 22:00,28.9,0,74,4.4,S
5/08/2015 23:00,28.6,0,76,3,SSW
6/08/2015 0:00,28.4,0,74,3.4,SSW
6/08/2015 1:00,27.9,0,77,2.6,S
6/08/2015 2:00,28,0,76,4,SSW
6/08/2015 3:00,27.5,0,78,3.5,SW
6/08/2015 4:00,27.7,0,77,3,SSW
6/08/2015 5:00,27.7,0,77,2.6,SW
6/08/2015 6:00,27.9,0,78,1.8,SSW
6/08/2015 7:00,29.6,0,70,1.3,SSW
6/08/2015 8:00,30.9,0,66,1.6,ESE
6/08/2015 9:00,32,0,59,1.8,SW
6/08/2015 10:00,33.8,0,58,3.3,SSE
6/08/2015 11:00,34.1,0,57,4.2,SSE
6/08/2015 12:00,34.6,0,57,4.5,SSE
6/08/2015 13:00,34.3,0,55,5.2,SSE
6/08/2015 14:00,35.2,0,56,4.7,SSE
6/08/2015 15:00,34.5,0,54,4.6,SE
6/08/2015 16:00,34,0,53,4.1,SSE
6/08/2015 17:00,33.1,0,59,3,SSE
6/08/2015 18:00,31.3,0,65,2.8,SSE
6/08/2015 19:00,30.4,0,71,2.2,SE
6/08/2015 20:00,29.7,0,75,3.1,SSE
6/08/2015 21:00,29.6,0,76,1.5,S
6/08/2015 22:00,30.2,0,73,1.7,SE
6/08/2015 23:00,28.5,0,82,1.6,S
7/08/2015 0:00,28.1,0,85,1.3,SSW
7/08/2015 1:00,28.4,0,75,3.3,WNW
7/08/2015 2:00,27.6,0,76,0.9,NNW
7/08/2015 3:00,28,0,68,1.8,NW
7/08/2015 4:00,27.4,0,67,1.3,NW
7/08/2015 5:00,26.8,0,72,0.8,NNW
7/08/2015 6:00,28.1,0,70,1.6,NNW
7/08/2015 7:00,29.6,0,67,1.5,NNW
7/08/2015 8:00,31.2,0,63,1.5,NNW
7/08/2015 9:00,32.5,0,55,2.6,NNW
7/08/2015 10:00,33.7,0,50,2.1,NNW
7/08/2015 11:00,35.1,0,45,1.5,NE
7/08/2015 12:00,36.2,0,46,2.1,NW
7/08/2015 13:00,36.4,0,46,1.2,NNE
7/08/2015 14:00,35.3,0,50,3.1,S
7/08/2015 15:00,36.2,0,46,3.5,SSE
7/08/2015 16:00,35.5,0,48,3.5,SSE
7/08/2015 17:00,33.3,0,59,4.1,SE
7/08/2015 18:00,32.4,0,62,3.6,SSE
7/08/2015 19:00,32,0,62,3.6,SE
7/08/2015 20:00,31,0,65,3.2,SSE
7/08/2015 21:00,30.4,0,66,3,SSE
7/08/2015 22:00,30.2,0,64,2.5,ESE
7/08/2015 23:00,29.7,0,66,3.1,ESE
8/08/2015 0:00,29,0,72,2.1,ENE
8/08/2015 1:00,28.3,0,74,2.5,ENE
8/08/2015 2:00,27.7,0,74,3.4,ENE
8/08/2015 3:00,26.9,0,73,2.7,ESE
8/08/2015 4:00,26.2,0,83,3.1,ENE
8/08/2015 5:00,26.2,0,82,1.4,E
8/08/2015 6:00,26.1,0,82,3.1,NE
8/08/2015 7:00,27,0,78,3,E
8/08/2015 8:00,26.3,0,79,3.4,ENE
8/08/2015 9:00,26.9,0,75,4.1,ENE
8/08/2015 10:00,27.8,0,72,3.1,E
8/08/2015 11:00,28.3,0,63,3.8,E
8/08/2015 12:00,29.9,0,60,2.1,ENE
8/08/2015 13:00,30.1,0,59,2.8,ENE
8/08/2015 14:00,31,0,57,3.1,ESE
8/08/2015 15:00,30.6,0,57,2.5,ENE
8/08/2015 16:00,30.3,0,59,5.1,E
8/08/2015 17:00,29.5,0,62,4.3,E
8/08/2015 18:00,27.9,0,65,3.9,ENE
8/08/2015 19:00,26.7,0,70,5,ENE
8/08/2015 20:00,26.4,0,74,3.1,E
8/08/2015 21:00,25.9,0,76,1.7,ENE
8/08/2015 22:00,25.3,0,77,3.7,NE
8/08/2015 23:00,25.1,0,76,3,NNE
9/08/2015 0:00,24.9,0,75,3.9,NE
9/08/2015 1:00,24.9,0,75,1.8,NE
9/08/2015 2:00,25.1,0,74,1.6,NE
9/08/2015 3:00,25.3,0,73,1.9,N
9/08/2015 4:00,25.1,0,74,2.3,NNW
9/08/2015 5:00,25,0,75,2,N
9/08/2015 6:00,25.7,0,74,1.8,NNW
9/08/2015 7:00,25.8,0,72,1.4,NNW
9/08/2015 8:00,26.8,0,68,2.4,NNE
9/08/2015 9:00,27.1,0,66,1.9,NNW
9/08/2015 10:00,27.6,0,65,2.9,NNE
9/08/2015 11:00,29.8,0,60,2.5,NE
9/08/2015 12:00,30,0,53,1.9,E
9/08/2015 13:00,30.7,0,56,1.8,ENE
9/08/2015 14:00,31.6,0,51,1.7,SSE
9/08/2015 15:00,31.2,0,54,3.7,ENE
9/08/2015 16:00,31.8,0,56,4.3,ESE
9/08/2015 17:00,30.3,0,62,3.3,ESE
9/08/2015 18:00,30,0,62,3.3,E
9/08/2015 19:00,29.1,0,63,3,E
9/08/2015 20:00,28.6,0,66,3,ESE
9/08/2015 21:00,27.7,0,74,2.6,ENE
9/08/2015 22:00,27.3,0,78,2.4,E
9/08/2015 23:00,26.9,0,84,2.9,NE
10/08/2015 0:00,26.5,0,87,1.9,NE
24/07/2016 1:00,21.1,0,82,3.1,NE
24/07/2016 2:00,20.5,0,83,2.5,NE
24/07/2016 3:00,19.4,0,88,1.5,NNE
24/07/2016 4:00,19.7,0,88,1.3,NNW
24/07/2016 5:00,19.8,0,87,1.2,NNE
24/07/2016 6:00,20.6,0,87,1,N
24/07/2016 7:00,21.9,0,78,1.4,NNE
24/07/2016 8:00,23.2,0,72,1.6,NE
24/07/2016 9:00,24.3,0,70,3.2,NNE
24/07/2016 10:00,25.4,0,68,3,N
24/07/2016 11:00,26.4,0,60,2.7,NE
24/07/2016 12:00,26.8,0,64,2.4,NE
24/07/2016 13:00,26.8,0,60,1.7,NW
24/07/2016 14:00,27.4,0,58,2,ENE
24/07/2016 15:00,28.2,0,59,1.8,N
24/07/2016 16:00,26.8,0,61,3.6,ESE
24/07/2016 17:00,26.9,0,58,2.3,ENE
24/07/2016 18:00,26.5,0,59,2.4,ENE
24/07/2016 19:00,24.8,0,75,1.9,ENE
24/07/2016 20:00,24.1,0,76,3.2,ENE
24/07/2016 21:00,23.5,0,79,3.7,ENE
24/07/2016 22:00,23.2,0,80,2.7,ENE
24/07/2016 23:00,23.1,0,81,2.4,ESE
25/07/2016 0:00,22.8,0,82,2.3,ENE
25/07/2016 1:00,22.4,0,85,1.6,E
25/07/2016 2:00,22.4,0,85,1.6,E
